Customer Loyalty ID,Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
1620797,F,Midlands,Silver,37,E,Wales & West,17,43,6,1
1622692,M,South East,Tin,34,D,London,6,57,4,0
1623494,U,South East,Tin,20,C,London,8,47,8,0
1625675,F,South East,Tin,31,D,S & S East,6,45,10,0
1642332,U,Midlands,Silver,14,B,Midlands,10,64,8,0
1645110,F,North,Tin,10,B,Yorkshire,12,37,5,1
1652990,U,North,Silver,20,C,Yorkshire,5,57,11,0
1657844,U,North,Tin,32,D,Yorkshire,6,41,5,0
1665502,M,Midlands,Silver,24,C,Wales & West,10,44,9,0
1670514,F,South East,Gold,14,B,London,9,51,10,0
1673556,F,South West,Gold,49,F,S West,7,62,2,0
1681265,F,Midlands,Silver,52,F,Midlands,18,54,9,1
1691082,M,South East,Silver,27,D,London,7,57,5,0
1692658,M,Midlands,Gold,6,B,East,7,63,5,0
1700464,M,North,Silver,25,C,Yorkshire,8,0,8,0
1711644,M,North,Tin,28,D,N West,3,51,5,0
1719211,F,North,Silver,38,E,N West,0,44,10,1
1731165,M,Midlands,Gold,35,D,Midlands,11,74,8,0
1739360,M,South West,Silver,53,F,S West,8,56,5,1
1741195,F,Midlands,Tin,53,F,Midlands,4,33,6,0
1742434,F,Midlands,Silver,9,B,Midlands,8,50,5,0
1745654,F,North,Tin,17,C,N West,0,59,5,1
1750860,U,North,Silver,13,B,N West,11,67,9,0
1762605,M,North,Gold,47,F,N West,7,72,5,0
1763474,U,North,Gold,10,B,N West,5,67,2,0
1764616,M,Scottish,Silver,52,F,C Scotland,8,28,2,0
1765760,F,North,Gold,4,A,N West,9,65,6,0
1771388,F,North,Silver,16,C,N East,10,39,1,1
1772406,F,South West,Gold,24,C,S West,11,59,5,0
1773372,U,North,Silver,27,D,N West,13,61,8,0
1779664,F,Midlands,Tin,U,Unknown,Wales & West,11,43,9,1
1780778,M,North,Tin,28,D,Yorkshire,10,50,5,0
1781979,U,South East,Gold,19,C,S & S East,8,67,6,0
1786164,M,South East,Tin,1,A,London,9,55,4,0
1794663,F,South East,Gold,53,F,London,12,48,13,1
1795708,M,South East,Tin,52,F,London,8,32,7,1
1798863,F,North,Tin,25,C,Yorkshire,13,38,8,1
1799983,F,Midlands,Silver,50,F,Midlands,9,39,4,1
1802194,M,Scottish,Gold,40,E,N Scot,11,44,3,1
1803158,U,South East,Silver,30,D,S & S East,5,71,9,0
1804170,F,Midlands,Gold,27,D,Midlands,11,57,6,1
1805371,F,Midlands,Gold,51,F,East,5,34,5,0
1815989,F,North,Tin,35,D,N West,11,56,6,1
1820036,M,Midlands,Gold,24,C,Midlands,6,69,12,0
1820974,M,South East,Silver,4,A,London,11,53,7,0
1823981,F,North,Tin,35,D,N East,10,33,9,1
1824880,M,North,Silver,23,C,Yorkshire,6,67,4,0
1833588,F,Scottish,Silver,52,F,Border,8,74,5,0
1856197,F,North,Gold,52,F,N West,4,73,20,0
1857045,F,South East,Tin,52,F,London,16,37,8,1
1860585,F,South West,Silver,37,E,S West,7,60,10,1
1861670,F,South East,Gold,24,C,London,0,61,2,1
1868780,F,Midlands,Gold,23,C,Midlands,9,74,12,0
1872664,F,Midlands,Tin,44,E,Midlands,4,49,0,0
1873539,F,South East,Tin,34,D,London,8,49,8,0
1878794,F,South East,Platinum,38,E,London,5,58,9,0
1882015,M,Midlands,Silver,U,Unknown,Ulster,0,36,1,0
1891499,F,Midlands,Silver,14,B,Wales & West,8,43,4,0
1893505,U,South East,Gold,24,C,London,5,76,7,0
1895451,F,Midlands,Silver,4,A,Midlands,8,78,2,1
1896628,F,Midlands,Gold,28,D,Wales & West,4,76,6,0
1897829,F,Midlands,Silver,44,E,Midlands,15,48,9,1
1898779,M,North,Tin,44,E,Yorkshire,7,68,12,0
1901788,M,South East,Platinum,4,A,London,7,61,0,0
1902814,M,Scottish,Gold,10,B,C Scotland,10,64,11,0
1907808,U,Midlands,Silver,23,C,Wales & West,7,56,11,0
1916432,U,South East,Silver,44,E,London,8,39,1,0
1917439,F,North,Gold,27,D,Yorkshire,10,62,5,0
1919512,F,Midlands,Silver,44,E,Wales & West,11,35,8,1
1936239,F,South East,Silver,25,C,S & S East,8,35,6,1
1938339,M,South East,Tin,45,E,S & S East,8,55,8,0
1939297,U,North,Silver,27,D,N East,7,47,9,0
1941658,M,South East,Platinum,12,B,S & S East,6,63,6,0
1943634,F,North,Tin,16,C,Yorkshire,7,33,9,0
1946366,M,Midlands,Silver,49,F,Midlands,7,50,1,0
1952552,M,Scottish,Silver,52,F,N Scot,12,57,4,0
1953516,U,North,Tin,16,C,N West,8,42,5,0
1954504,F,Midlands,Silver,20,C,Midlands,11,45,4,0
1976389,F,Midlands,Silver,51,F,East,6,49,4,1
1978349,M,Scottish,Silver,23,C,Border,9,70,8,0
1979671,F,North,Tin,9,B,N East,6,39,7,1
1983636,F,Midlands,Silver,37,E,East,9,37,1,1
1986597,F,Scottish,Silver,4,A,C Scotland,8,62,2,0
1988824,M,U,Gold,5,B,Unknown,9,67,1,0
1991744,F,South East,Gold,5,B,S & S East,9,59,28,0
1996495,M,South East,Silver,27,D,London,15,52,5,1
2009935,M,South East,Silver,27,D,S & S East,9,50,9,0
2015668,F,South East,Silver,26,C,London,7,35,1,1
2022370,F,Midlands,Tin,53,F,Wales & West,12,39,5,1
2024128,F,U,Gold,38,E,Unknown,12,68,3,1
2034743,F,Midlands,Tin,U,Unknown,Wales & West,19,38,9,1
2035618,F,Midlands,Tin,4,A,Midlands,11,32,5,0
2038765,F,North,Tin,51,F,Yorkshire,7,30,4,1
2044978,F,North,Tin,25,C,N West,10,59,10,1
2046008,U,South East,Gold,44,E,London,8,53,1,0
2053047,M,North,Silver,23,C,N West,14,53,5,1
2056623,F,Midlands,Tin,51,F,East,12,53,5,0
2063115,F,Midlands,Tin,48,F,Midlands,13,53,8,1
2069148,M,South West,Tin,51,F,S West,7,48,7,0
2080303,F,North,Tin,17,C,N West,11,61,5,1
2088991,F,South East,Silver,55,U,London,0,73,9,1
2094428,F,Midlands,Silver,52,F,Midlands,14,76,9,1
2095491,F,North,Tin,17,C,Yorkshire,11,44,5,1
2107996,F,South East,Platinum,3,A,London,9,39,1,1
2109565,F,South East,Tin,53,F,S & S East,6,35,5,0
2115328,F,North,Gold,15,B,Yorkshire,11,63,12,0
2124033,F,Midlands,Gold,47,F,East,11,62,2,0
2125013,F,Scottish,Tin,38,E,N Scot,9,50,8,0
2138107,F,North,Tin,38,E,N West,12,34,4,1
2139995,U,Scottish,Tin,11,B,N Scot,8,69,7,0
2161567,F,South East,Tin,3,A,London,9,0,7,1
2176327,F,South East,Silver,49,F,London,22,30,4,1
2180774,F,North,Tin,22,C,N East,10,44,8,0
2196948,U,South East,Silver,20,C,London,9,79,2,0
2200279,M,Midlands,Tin,16,C,Wales & West,7,40,4,0
2201399,U,Midlands,Tin,12,B,Wales & West,7,43,0,1
2206358,F,South East,Silver,52,F,London,11,25,1,1
2219816,M,Midlands,Silver,35,D,Midlands,5,57,4,0
2222930,F,North,Silver,4,A,N West,7,23,5,1
2227312,U,North,Tin,1,A,N East,5,58,0,0
2229757,F,South East,Tin,7,B,London,12,0,5,1
2233118,U,South East,Platinum,4,A,London,8,57,1,0
2235056,M,South East,Tin,25,C,London,10,35,8,1
2238446,F,U,Tin,51,F,Unknown,8,42,5,0
2242419,F,South East,Tin,38,E,London,12,33,8,1
2245329,F,South East,Silver,52,F,London,9,46,2,0
2250233,F,North,Tin,24,C,N West,12,0,4,0
2252104,F,South East,Tin,17,C,London,12,43,9,1
2262231,U,South East,Silver,18,C,S & S East,17,33,1,0
2263890,U,Scottish,Gold,52,F,Border,6,71,2,0
2272474,F,Scottish,Tin,40,E,C Scotland,14,35,4,1
2275317,M,Midlands,Silver,16,C,Wales & West,7,54,11,0
2281147,F,Scottish,Silver,27,D,N Scot,13,66,5,1
2284065,F,South East,Tin,50,F,S & S East,16,37,8,1
2303191,M,North,Silver,4,A,N West,3,58,2,0
2303523,M,South East,Tin,4,A,London,10,49,8,0
2327007,U,Midlands,Tin,44,E,Midlands,8,45,10,0
2330202,F,Midlands,Tin,34,D,Wales & West,8,36,8,1
2331160,F,South East,Tin,30,D,S & S East,0,37,5,0
2332280,U,North,Gold,52,F,N West,4,71,15,0
2334992,F,South East,Silver,7,B,London,10,54,5,1
2335131,M,Midlands,Tin,52,F,East,8,55,9,0
2337916,F,South East,Platinum,23,C,S & S East,7,72,8,0
2344521,M,North,Tin,46,F,N West,7,40,4,0
2345242,F,Midlands,Tin,22,C,East,3,55,5,0
2350696,U,North,Silver,25,C,Yorkshire,5,57,4,0
2353571,F,North,Tin,12,B,N West,10,63,8,0
2357844,U,Scottish,Silver,27,D,N Scot,10,53,5,0
2360020,M,Midlands,Platinum,50,F,East,14,70,3,0
2365723,U,South East,Gold,52,F,London,14,56,2,0
2372991,F,Midlands,Gold,U,Unknown,Ulster,12,49,3,0
2373998,M,Midlands,Platinum,23,C,Wales & West,12,70,24,1
2384248,F,North,Gold,27,D,N West,3,77,4,0
2387123,M,Midlands,Gold,1,A,Midlands,6,63,13,0
2388995,F,South East,Silver,3,A,London,0,54,8,0
2390949,F,South East,Gold,3,A,London,6,68,5,0
2393670,F,North,Silver,32,D,Yorkshire,6,0,3,0
2395363,U,North,Tin,28,D,N West,5,48,5,0
2397285,F,North,Silver,22,C,N East,5,68,9,0
2400227,M,Midlands,Tin,51,F,East,7,49,5,0
2405253,M,North,Silver,16,C,N East,7,73,4,1
2420252,F,South East,Gold,18,C,London,10,59,2,1
2423170,F,Midlands,Gold,51,F,Midlands,11,67,2,1
2428547,F,Midlands,Gold,12,B,Wales & West,10,56,1,0
2428563,F,Midlands,Platinum,19,C,Wales & West,7,56,3,0
2433648,U,South East,Tin,36,E,London,0,31,4,0
2437015,F,South West,Tin,23,C,S West,10,0,9,0
2443090,F,Scottish,Silver,3,A,C Scotland,9,69,18,0
2444100,M,South East,Gold,20,C,London,8,75,2,0
2445271,M,South East,Tin,24,C,S & S East,13,42,5,1
2449706,U,Midlands,Silver,42,E,Midlands,13,42,8,1
2452650,M,Midlands,Silver,52,F,Midlands,6,50,6,0
2469219,M,South East,Tin,28,D,S & S East,7,51,5,0
2488981,F,North,Gold,1,A,N East,12,25,2,1
2502917,F,South West,Silver,52,F,S West,10,50,8,0
2510294,F,U,Tin,U,Unknown,Unknown,8,36,9,0
2513684,F,Midlands,Silver,10,B,East,9,64,7,1
2565641,U,Midlands,Silver,41,E,Wales & West,7,55,8,0
2681226,F,South East,Gold,14,B,London,15,61,4,0
2744937,M,North,Gold,49,F,N West,11,67,2,0
2750171,M,South East,Tin,8,B,S & S East,10,37,7,0
2752220,F,Scottish,Silver,28,D,C Scotland,9,55,4,0
2759365,F,South East,Silver,9,B,London,10,67,8,0
2760185,U,South East,Silver,18,C,S & S East,8,0,4,0
2765551,F,Midlands,Tin,38,E,Midlands,12,43,5,0
2786591,F,South East,Gold,44,E,London,5,45,3,0
2789434,F,South East,Silver,24,C,S & S East,9,0,2,0
2789647,F,South East,Platinum,44,E,London,12,75,23,1
2791471,M,Midlands,Silver,27,D,Midlands,5,52,1,0
2792567,U,North,Gold,28,D,N West,10,56,1,1
2804328,F,South East,Gold,12,B,London,0,52,14,0
2805332,F,South East,Tin,30,D,S & S East,7,61,6,0
2838230,U,North,Tin,51,F,N West,7,49,5,0
2840502,F,Midlands,Gold,U,Unknown,Ulster,8,63,6,0
2844192,U,Midlands,Silver,39,E,Midlands,7,69,11,0
2850850,F,South East,Silver,25,C,London,0,51,9,0
2859114,F,North,Tin,47,F,N East,4,42,5,0
2867451,F,Midlands,Gold,37,E,East,15,53,3,0
2870010,M,South East,Gold,14,B,S & S East,9,0,8,1
2870738,U,South East,Silver,4,A,London,0,65,22,0
2879999,F,North,Silver,10,B,N West,7,56,5,0
2882337,M,South East,Tin,49,F,S & S East,2,40,5,0
2882965,F,South East,Tin,8,B,S & S East,5,35,5,0
2903679,M,South East,Silver,3,A,London,7,53,8,0
2904608,F,South East,Tin,53,F,London,6,35,6,0
2912872,F,South East,Gold,32,D,London,3,38,5,0
2914093,U,Midlands,Silver,33,D,Midlands,12,64,10,0
2915928,U,Midlands,Tin,52,F,Midlands,16,28,4,1
2920077,F,South East,Silver,25,C,London,8,29,4,1
2920816,U,South East,Silver,6,B,S & S East,7,71,4,0
2926687,M,North,Silver,41,E,Yorkshire,13,43,11,0
2931974,F,South East,Silver,44,E,S & S East,6,70,9,1
2932385,F,South West,Silver,19,C,S West,12,65,4,1
2935112,F,South East,Tin,8,B,London,13,57,9,0
2938871,U,Midlands,Tin,46,F,Midlands,0,54,4,0
2949733,U,South East,Silver,27,D,London,9,67,9,1
2951029,F,Midlands,Silver,U,Unknown,Wales & West,6,73,7,0
2956632,U,Midlands,Gold,41,E,Midlands,3,73,2,0
2958864,F,North,Gold,44,E,Yorkshire,9,41,6,0
2960850,F,North,Gold,2,A,N West,11,64,4,0
2963388,F,South East,Tin,37,E,S & S East,7,43,5,1
2966697,F,South East,Silver,35,D,London,6,32,10,1
2972719,F,Midlands,Gold,14,B,Midlands,2,58,12,0
2981033,F,North,Gold,12,B,N West,6,70,8,0
2981823,M,South East,Silver,28,D,S & S East,16,60,2,0
2985322,M,Midlands,Tin,53,F,East,11,49,10,0
2988283,M,South East,Tin,U,Unknown,S & S East,9,72,0,0
2989123,F,Scottish,Gold,32,D,C Scotland,5,62,5,0
2991403,F,North,Silver,38,E,N West,6,49,10,0
2996030,F,Midlands,Silver,52,F,Midlands,7,59,4,0
2997789,M,Midlands,Silver,19,C,Midlands,8,53,5,0
2997940,M,South East,Tin,10,B,S & S East,9,32,5,1
2998564,F,South East,Tin,3,A,London,8,37,5,1
3000567,U,Midlands,Gold,12,B,Midlands,7,60,3,0
3003442,F,North,Silver,53,F,Yorkshire,20,62,4,1
3010457,F,North,Silver,51,F,Yorkshire,6,32,5,1
3012158,F,Midlands,Silver,4,A,Midlands,11,79,16,0
3013030,F,South East,Gold,40,E,London,12,37,5,1
3022374,F,South East,Gold,44,E,London,8,62,5,0
3026248,M,South East,Silver,22,C,London,9,0,1,0
3027457,F,Midlands,Silver,53,F,Wales & West,8,68,5,0
3028984,F,Midlands,Gold,53,F,Midlands,9,51,4,0
3029913,F,Scottish,Silver,47,F,C Scotland,13,39,2,1
3030695,F,Midlands,Gold,3,A,Midlands,6,55,29,1
3035840,F,South East,Silver,27,D,London,3,57,6,0
3037894,F,South East,Silver,4,A,S & S East,12,50,9,1
3041514,M,Midlands,Tin,37,E,Wales & West,9,36,4,1
3045765,F,South East,Tin,30,D,S & S East,0,31,5,1
3051145,M,South East,Gold,4,A,London,7,51,2,0
3051153,M,South East,Gold,13,B,London,7,67,8,0
3053628,M,South East,Platinum,21,C,London,13,68,3,0
3054357,U,North,Tin,16,C,N East,12,53,8,0
3066959,U,South East,Silver,24,C,S & S East,4,76,12,0
3077632,F,Midlands,Silver,53,F,Wales & West,0,0,0,1
3083780,F,South East,Silver,34,D,S & S East,16,47,8,1
3089746,U,North,Silver,16,C,N West,6,52,11,0
3095320,F,Midlands,Tin,5,B,Wales & West,6,44,5,0
3104575,M,South West,Gold,2,A,S West,9,0,3,0
3108244,M,South East,Silver,52,F,London,7,29,8,1
3111806,U,Midlands,Gold,37,E,Midlands,9,55,4,0
3113930,M,Midlands,Silver,23,C,Midlands,6,61,4,0
3113957,F,North,Tin,52,F,Yorkshire,7,69,9,0
3116905,F,South East,Silver,1,A,London,8,70,15,0
3120082,F,North,Tin,51,F,N West,5,43,5,1
3124495,F,Midlands,Gold,14,B,Midlands,6,77,3,0
3124762,F,North,Silver,39,E,N West,25,36,5,1
3125157,F,South East,Gold,7,B,London,8,38,6,1
3460630,U,South East,Gold,8,B,London,10,66,7,0
3461939,M,North,Silver,10,B,Yorkshire,15,58,10,0
3463133,U,Midlands,Silver,8,B,Midlands,13,46,10,1
3464075,F,North,Tin,22,C,Yorkshire,7,46,18,0
3464423,M,South East,Silver,8,B,London,11,63,1,0
3464601,F,North,Tin,13,B,N West,4,75,8,0
3464717,F,South East,Tin,16,C,S & S East,7,54,7,1
3464849,F,Scottish,Silver,17,C,C Scotland,0,64,5,0
3465373,F,South East,Tin,38,E,London,15,44,4,1
3465624,M,North,Gold,24,C,N West,12,65,10,0
3466531,M,South East,Silver,3,A,London,0,61,9,0
3467155,F,North,Silver,32,D,Yorkshire,6,46,1,0
3467236,F,South East,Gold,18,C,London,8,67,7,1
3467600,M,Midlands,Tin,19,C,Wales & West,0,36,5,1
3467759,F,South East,Gold,48,F,S & S East,7,45,9,0
3467856,M,South East,Silver,34,D,London,5,36,8,0
3467929,F,South East,Gold,4,A,London,9,27,3,0
3468534,U,South East,Gold,28,D,London,11,59,2,0
3469115,M,Midlands,Gold,44,E,Midlands,8,46,2,0
3469689,F,South East,Tin,21,C,London,7,37,10,0
3469778,F,North,Gold,37,E,Yorkshire,6,78,21,0
3470091,M,South East,Silver,23,C,S & S East,4,79,1,0
3470806,F,Scottish,Silver,12,B,C Scotland,7,55,5,0
3470938,U,South East,Gold,52,F,London,6,65,2,0
3472132,F,Scottish,Silver,17,C,C Scotland,10,55,9,0
3473589,F,Midlands,Silver,43,E,East,8,52,5,0
3473651,U,South East,Silver,33,D,London,7,0,5,0
3474275,U,South East,Tin,21,C,London,4,43,0,0
3474887,F,Midlands,Gold,27,D,Midlands,8,75,4,0
3474992,F,South East,Silver,10,B,London,6,44,1,1
3476448,F,North,Silver,32,D,Yorkshire,10,36,4,1
3476588,M,South East,Silver,1,A,London,6,64,14,0
3477177,M,North,Tin,47,F,N West,7,47,8,0
3477231,F,Midlands,Gold,34,D,Midlands,3,58,13,0
3477630,M,Midlands,Gold,38,E,East,9,48,5,0
3477681,F,Midlands,Silver,27,D,Midlands,6,65,17,0
3478122,U,North,Tin,19,C,N West,8,57,8,0
3478416,F,Midlands,Silver,15,B,Wales & West,0,74,3,0
3478521,F,South East,Tin,25,C,London,6,44,5,0
3478580,F,Midlands,Gold,U,Unknown,Wales & West,5,49,4,0
3478645,F,Midlands,Silver,37,E,East,5,44,8,1
3478866,F,South East,Gold,3,A,London,12,38,5,0
3479013,F,North,Tin,27,D,N West,8,46,8,0
3479102,F,South East,Tin,41,E,London,10,28,5,1
3479323,M,North,Gold,44,E,N West,7,63,0,0
3479463,M,North,Platinum,35,D,N West,14,0,3,0
3479870,F,South East,Gold,35,D,London,6,73,7,0
3480801,U,South East,Tin,51,F,S & S East,2,36,8,0
3481301,F,South East,Silver,8,B,S & S East,5,74,2,0
3481913,M,South East,Gold,44,E,S & S East,6,48,4,0
3482677,U,Midlands,Gold,18,C,Midlands,9,62,11,0
3483258,U,Midlands,Tin,2,A,Midlands,12,0,5,1
3484858,U,Midlands,Gold,15,B,Wales & West,9,44,20,1
3484920,F,Midlands,Platinum,22,C,Midlands,11,58,3,1
3485013,F,South East,Tin,30,D,S & S East,13,71,5,1
3485765,U,Midlands,Gold,35,D,Midlands,7,65,2,0
3486265,F,North,Gold,12,B,Yorkshire,10,76,8,0
3486346,F,Midlands,Gold,41,E,Midlands,10,58,2,0
3486400,M,South East,Silver,51,F,S & S East,8,69,24,0
3486583,M,South East,Silver,9,B,London,5,0,1,0
3486699,M,Midlands,Gold,51,F,Wales & West,8,72,4,1
3486788,F,North,Silver,52,F,N West,12,33,9,1
3486966,M,South East,Gold,21,C,London,6,29,1,0
3487164,F,Scottish,Gold,11,B,C Scotland,10,39,3,1
3487237,U,Midlands,Gold,2,A,Wales & West,8,59,9,0
3487415,M,South East,Tin,38,E,S & S East,7,45,5,0
3488640,F,Midlands,Gold,41,E,East,9,68,2,0
3488705,F,South East,Silver,21,C,London,16,49,2,1
3489051,F,North,Tin,12,B,N East,7,74,8,0
3491684,M,Midlands,Gold,19,C,Midlands,14,45,2,0
3491781,U,Scottish,Silver,51,F,C Scotland,12,73,3,0
3492184,M,Midlands,Platinum,11,B,East,10,54,10,1
3493261,F,South East,Silver,32,D,London,2,63,1,0
3493458,M,North,Platinum,24,C,Yorkshire,18,62,9,1
3494349,F,Midlands,Gold,22,C,Midlands,9,32,1,1
3495272,F,U,Gold,52,F,Unknown,9,62,2,0
3496511,M,South East,Tin,U,Unknown,London,11,58,8,0
3497143,U,Scottish,Tin,27,D,C Scotland,6,67,5,0
3497674,M,Midlands,Platinum,38,E,Midlands,6,58,3,0
3498492,M,South West,Silver,6,B,S West,5,58,8,0
3499804,F,South East,Tin,53,F,S & S East,13,48,8,1
3500438,F,South East,Silver,21,C,London,10,57,12,1
3500691,M,South East,Gold,31,D,London,17,57,8,0
3500977,F,Midlands,Gold,24,C,Wales & West,4,65,2,1
3502015,F,North,Silver,3,A,N East,11,0,8,1
3502902,M,South East,Gold,18,C,S & S East,8,75,2,1
3504220,U,South East,Tin,16,C,London,12,34,8,0
3504891,M,South East,Silver,8,B,S & S East,6,74,12,0
3505073,F,South East,Tin,4,A,London,6,76,8,0
3505294,F,South East,Silver,14,B,London,6,58,2,0
3505413,F,South East,Tin,52,F,London,5,36,5,0
3505642,F,Midlands,Tin,53,F,Midlands,10,37,5,0
3505871,F,Midlands,Tin,27,D,East,13,35,8,1
3506126,M,Midlands,Silver,30,D,Wales & West,12,0,9,1
3507300,F,South East,Silver,27,D,London,9,43,8,1
3507440,M,Midlands,Tin,52,F,Midlands,10,44,8,1
3508420,F,North,Tin,32,D,N West,4,38,8,0
3508471,U,Midlands,Silver,22,C,Wales & West,8,57,8,0
3508765,F,South East,Gold,40,E,London,13,62,8,0
3509648,F,South West,Platinum,49,F,S West,9,55,9,0
3509915,M,South East,Silver,21,C,London,10,46,9,0
3510646,M,Midlands,Silver,20,C,Wales & West,7,66,8,0
3510808,F,South East,Tin,27,D,S & S East,8,56,5,0
3511073,M,South West,Silver,30,D,S West,8,55,18,0
3513653,M,South East,Tin,29,D,London,8,53,4,0
3515192,U,South East,Silver,3,A,London,9,0,9,0
3516601,F,North,Silver,41,E,N East,14,58,18,1
3516822,M,Midlands,Tin,U,Unknown,Ulster,8,0,4,0
3517225,F,South East,Tin,41,E,S & S East,8,56,8,0
3517357,F,Scottish,Gold,43,E,Border,11,67,11,1
3517462,F,South West,Tin,16,C,S West,8,51,5,0
3518108,U,Midlands,Tin,23,C,East,10,55,5,0
3518876,M,South East,Silver,6,B,S & S East,7,65,8,0
3519406,M,North,Silver,12,B,N West,13,69,5,0
3520498,M,Midlands,Gold,2,A,Midlands,8,57,16,0
3521850,F,South West,Tin,16,C,S West,11,36,7,1
3522318,U,North,Gold,4,A,Yorkshire,7,51,3,0
3522512,F,North,Silver,32,D,N West,5,58,5,0
3522709,F,South East,Gold,27,D,London,7,65,2,0
3524000,U,South East,Silver,27,D,London,6,59,6,0
3526224,M,North,Tin,44,E,N West,8,51,4,0
3526860,M,Midlands,Silver,24,C,Midlands,7,62,11,0
3526917,M,Midlands,Tin,52,F,Midlands,0,49,5,0
3527271,M,South East,Platinum,42,E,S & S East,6,70,4,0
3527344,F,North,Silver,22,C,N East,6,41,10,1
3528006,M,North,Gold,15,B,N West,11,48,1,0
3528324,M,South East,Silver,38,E,S & S East,20,22,2,1
3528537,F,Midlands,Gold,20,C,Midlands,9,74,12,0
3529312,F,U,Silver,52,F,Unknown,8,46,1,0
3529592,F,South East,Tin,53,F,London,0,48,3,0
3529657,F,North,Gold,4,A,N West,9,32,2,1
3529916,F,North,Tin,52,F,N East,8,32,5,0
3530183,F,Midlands,Silver,38,E,Midlands,13,49,9,0
3530264,U,South East,Gold,35,D,London,10,28,16,0
3530574,M,South East,Gold,5,B,S & S East,12,63,13,0
3531090,M,North,Silver,12,B,Yorkshire,12,76,9,0
3531236,U,North,Silver,52,F,N East,12,0,4,1
3532240,U,Midlands,Silver,33,D,Midlands,9,59,8,0
3532828,M,Midlands,Gold,9,B,Midlands,10,0,6,0
3533069,F,North,Silver,32,D,N West,8,59,9,1
3534618,U,North,Gold,5,B,N West,6,56,9,0
3534731,F,South East,Platinum,18,C,London,8,71,3,0
3535282,M,South East,Gold,8,B,London,10,63,4,0
3535614,F,North,Silver,49,F,Yorkshire,4,61,1,0
3535959,U,South East,Silver,1,A,London,5,43,10,0
3536378,F,South East,Silver,22,C,London,11,48,5,1
3536890,U,South West,Tin,27,D,S West,5,58,5,0
3537102,U,South East,Silver,12,B,London,6,57,8,0
3537250,M,North,Silver,2,A,Yorkshire,16,47,5,0
3538311,M,North,Tin,37,E,N West,7,53,4,0
3538494,F,Midlands,Gold,37,E,East,6,77,32,0
3539164,M,Midlands,Platinum,41,E,East,7,69,4,0
3539652,U,Scottish,Tin,8,B,C Scotland,12,52,5,0
3540774,M,North,Tin,35,D,N West,8,0,5,0
3540960,F,South East,Silver,38,E,S & S East,0,42,5,0
3541304,M,Midlands,Tin,22,C,East,18,48,7,1
3541401,F,North,Silver,44,E,N West,8,71,31,1
3541614,F,South East,Silver,16,C,S & S East,16,58,9,0
3542319,M,U,Gold,17,C,Unknown,11,54,1,0
3542785,F,South East,Silver,7,B,London,8,51,5,0
3543773,F,Midlands,Silver,28,D,Wales & West,11,54,8,0
3544737,F,North,Gold,1,A,N West,11,0,11,0
3544990,U,South East,Gold,5,B,S & S East,12,61,1,0
3545040,F,South East,Silver,37,E,S & S East,16,69,8,0
3545830,F,South East,Tin,28,D,London,11,49,5,0
3546020,M,South East,Tin,28,D,London,6,47,8,0
3546357,F,Midlands,Silver,12,B,Wales & West,12,49,5,1
3546608,F,South East,Gold,8,B,London,9,55,5,1
3546888,F,Midlands,Gold,35,D,Midlands,7,67,9,0
3547736,M,South East,Silver,52,F,London,9,61,4,0
3547965,M,Midlands,Silver,25,C,East,4,49,9,0
3548066,U,South East,Silver,52,F,London,0,48,4,0
3548333,U,North,Tin,38,E,Yorkshire,10,45,10,0
3549283,F,Midlands,Silver,52,F,Midlands,10,54,5,0
3550206,F,Midlands,Tin,51,F,East,8,72,8,1
3550346,F,Midlands,Gold,53,F,Midlands,14,52,6,1
3550427,F,Midlands,Silver,52,F,Midlands,6,65,2,0
3550583,F,Midlands,Silver,19,C,Midlands,9,70,5,1
3550710,F,Midlands,Tin,52,F,Midlands,10,40,5,1
3550869,U,Scottish,Silver,1,A,C Scotland,7,53,7,0
3551253,F,U,Tin,38,E,Unknown,11,37,4,0
3551458,F,Midlands,Tin,2,A,Midlands,5,0,4,0
3551512,U,Scottish,Gold,25,C,C Scotland,3,69,12,0
3552055,F,North,Gold,33,D,N West,5,74,2,0
3552489,F,South East,Silver,21,C,London,7,33,13,1
3553019,F,South East,Tin,16,C,London,8,58,4,0
3555135,U,South East,Gold,46,F,London,11,47,6,0
3555933,F,Midlands,Tin,49,F,Wales & West,11,53,8,1
3556271,F,South East,Silver,6,B,S & S East,8,46,22,0
3556344,U,South East,Tin,12,B,London,11,50,5,0
